ID,Title,Bias
71522,103024," After Promising For Years To Repeal Obamacare, Republicans Have To Explain Why They Haven’t Yet",Left
71547,103089, The Republican Effort To Scrap Rules On Prepaid Debit Cards Has Failed,Left
71561,103121, Republican Divide On Obamacare Grows As Freedom Caucus Calls For Rapid Repeal,Right
71570,103145, Outdoor Companies Are In A Fierce Battle With Republicans Over Obama’s National Monuments,Left
71571,103148, “Things Jesus Never Said” Is Trending After House Republicans Passed Their Health Care Plan,Left
71582,103184," As Many Republicans Avoid Testy Town Halls, Mark Sanford Hosts A Marathon Event With Protesters",Right
71583,103186, John Kasich Sounds Like He’s Over The Republican Party,Left
71674,103464, How A New Hampshire Republican Is Trying To Survive A Trump Nightmare,Left
71720,103622, Rand Paul Didn’t Make The Cut For The Next Republican Debate,Left
71753,103722, Republican Presidential Candidates Debate Tonight With Iowa Caucuses Looming,Neutral
71788,103876, Republicans Can’t Agree On How To Talk About The Bernie Sanders Surge,Left
71811,103974, First Republican U.S. Senator Co-Sponsors LGBT Equality Act,Right
71820,103988, Republican Frontrunner For Montana Governor Has An Extreme Anti-LGBT Past,Left
71847,104069, Donald Trump Says He Will Skip Republican Debate,Neutral
71888,104153," In 2011, Trump Blasted Republicans For Being Too “Afraid” And Skipping A Debate",Left
71892,104174, Here’s Everything You Need To Know About The Republican Debate Without Trump,Left
71916,104242, Gay Republicans Take Aim At Clinton’s Prior Marriage Equality Opposition In Web Ad,Right
72100,104811, Republican Candidates Set To Debate After Trump’s Rout In New Hampshire,Left
72190,105172, Republicans Rush To Crown Marco Rubio The Anti-Trump Standard Bearer,Left
72221,105288," Utah Senate Committee, Led By Republicans, Passes Bill To End The Death Penalty",Right
72226,105294, Republicans Vow To Not Hold Hearings On Obama’s Supreme Court Nominee,Right
72338,105634, Republicans To Debate Tonight After Trump’s Huge Super Tuesday Wins,Right
72351,105664, Republican Combat Vet: Trump Is Openly Advocating War Crimes,Left
72582,106560, Senate Republicans Signal Willingness To Accept Supreme Court Nominee Questionnaire,Right
72784,107310, Democratic Louisiana Governor Rescinds Republican Predecessor’s Anti-Gay Order,Left
72922,107929," Turning To The General, Clinton Makes Pitch To The “Thoughtful Republican”",Left
72952,108000," Turning To The General, Clinton Makes Pitch To The “Thoughtful Republican”",Right
73437,109463, Trump’s Foreign Policy Is Foreign To The Republican Party,Left
73653,110335, Republicans Aren’t Sure What Trump’s Immigration Policy Is Either,Left
73672,110396, “Battle Lines Are Forming” Within Republican Ranks Over Government Funding,Left
73747,110711," Ted Cruz Is Picking A Big Fight Over The Internet, And Top Republicans Are Backing Him",Right
73876,111193, Michigan Congressman Accuses Republicans Of Racism Over Flint Aid,Left
73886,111230," Pro-Clinton Republicans Lament “Vulnerable,” “Low Civic Understanding” Trump Fans",Neutral
73894,111248, Republicans Leave Town Without Punishing Democrats For Gun Control Sit-In,Left
74019,111636, “Shame On You!”: Trump Supporters Clash With Republican Leaders,Neutral
74021,111643," Here’s The Long, Long, Long List Of Republicans Abandoning Trump",Left
74149,112118, Former Republican Party Chairman Says He Won’t Vote For Trump,Left
74307,112586," With Faith In Omarosa, Black Republicans Gear For Place In ‘Most Diverse’ White House",Right
74325,112672, Steve Bannon Who? Washington Republicans Say They “Don’t Know” Trump Strategist,Neutral
74493,113321, Republicans Shrug At Trump’s Twitter Habit,Neutral
74519,113383, Republicans Shrug At Trump’s Twitter Habit,Left
74639,113763," Republican, Democratic Senators Demand Inquiry Into Russian Election Interference",Neutral
74663,113880, House Republicans Won’t Say They’ll Open A New Investigation Into Russian Hacking,Left
74665,113885, Republicans Suddenly Think The Economy Is Great Again,Left
74943,114833,"Republicans, Resist the Temptation to Ideological Nostalgia",Neutral
75013,114915,Why Republicans Lose the Narrative Battle: The Inspector-General Gambit,Left
75022,114924,The Republican Health-Care Debate,Right
75038,114940,The ‘Russia Hacked the Election’ Narrative Battle Continues—Are Republicans Paying Attention?,Left
75354,115347,No Republicans Need Apply,Left
75368,115364,"In West Virginia, a Rising Republican Star Threatens the Nation’s Most Vulnerable Democratic Senator",Right
75390,115390,Republicans Shouldn’t Go Back to Government-Guaranteed Student Loans,Left
75488,115516,How Republicans Should Check Trump,Left
75621,115684,Congressional Republicans’ Obamacare Replacement Won’t Cut It,Left
75629,115692,Constituents Give House Republicans an Earful about the New Health-Care Bill,Left
75638,115701,Where Are the Republican Party’s Leaders?,Left
75660,115730,"In Replacing Obamacare, Republicans Face the Pottery Barn Rule",Left
75682,115765,A Republican Reformer Tackles Poverty in California,Right
75703,115789,Republicans Are Finding It Hard to Play Defense,Left
75814,115905,The Republican Health-Care Crack-Up,Left
75980,116117,Republicans Had Better Listen to Georgia Wake-Up Call,Left
76058,116213,Do Close Special Elections Mean Republicans Are in Trouble?,Left
76161,116334,"On Obamacare, Republicans Vastly Over-Promised",Left
76178,116351,It’s Time Republicans Abandoned the AHCA,Right
76180,116353,Republicans Abandon Conservatism,Left
76372,116584,Professor Banned Republican Club from Public Women’s History Month Event,Left
76590,116843,Will the Left Help Republicans Get Their Health-Care Mojo Back?,Right
76660,116940,Georgia’s Special Election Has Republicans Worried,Left
76692,116976,Trump Will Probably Be Impeached if Republicans Lose the House,Left
76729,117027,He’s a Republican Now,Right
76821,117128,The Republican Health-Care Mistake,Left
76829,117136,What If Donald Trump Doesn’t Sink the Republican Party?,Left
76847,117154,"If Republicans Do Nothing against Obamacare, Their Voters Will Punish Them",Left
76851,117158,Republicans Used to Put Ordinary Workers First—and They Should Again,Left
76923,117236,Republicans Need a New Approach to Immigration,Left
76972,117292,How the Republican Congress Expanded Guest-Worker Immigration,Right
76999,117332,Negative Campaigning Breaks Out in Republican Race,Left
77019,117359,How Should Republicans Address Poverty?,Neutral
77026,117369,The State of the Union Ceremony Is a Breach of Small-R Republican Manners,Left
77028,117371,Listening to Four Republican Candidates,Right
77048,117391,Where is the Republican Establishment?,Neutral
77090,117443,Republicans Have Overestimated the Conservatism of the Base,Left
77146,117508,Republican Voters Need to Remember What Elections Are For,Left
77152,117514,The Tea-Party Warriors Who Are Now ‘Establishment Republicans’,Right
77161,117525,Flint Is Not a Republican Scandal,Right
77163,117527,"The Republicans May Be in Trouble, but Have You Seen the Democrats?",Right
77218,117588,Republican Hemlock Society,Left
77343,117730,Republican Debate Shows Where Comprehensive Immigration Is Headed: Nowhere,Left
77344,117732,"With Obama in Power, the Republican Congress Is the Lame Duck",Left
77356,117751,Republicans after Iowa,Left
77369,117767,Demographics and the Iowa Republican Caucus Results,Neutral
77379,117782,Conservatives Shouldn’t Throw around the ‘Republican Obama’ Label Lightly,Left
77423,117841,"Marco Rubio: Republican Dream, Democratic Nightmare",Right
77438,117859,Republican Candidates Fall in Line with Social-Justice Warriors on Selective Service,Right
77445,117870,No More Johns: New Hampshire’s ‘Moderate Republican’ Quagmire,Right
77484,117911,Notes from a Republican-Watcher in South Carolina,Neutral
77488,117915,Carly Fiorina: The Rare Republican Whose Bid for President Helped Her Party,Right
77510,117948,Will Justice Scalia’s Passing Wake Up Republican Primary Voters?,Right
77547,117993,Republicans Launch Sharp Attacks in South Carolina Debate,Left
77578,118031,Republican Self-Sabotage,Left
77590,118043,Republicans Shouldn’t Fear a SCOTUS Fight,Right
77614,118076,Trump Relishes Wrecking Republicans,Left
77627,118094,Senate Republicans Dig In for SCOTUS Fight Despite Political Risks,Right
77639,118106,"Marco Rubio, Tim Scott, and Nikki Haley: A Republican ‘Rainbow Coalition’",Right
77689,118163,Trump and the Rise of the Undocumented Republicans,Right
77717,118201,The Death of Reagan’s Republican Party,Left
77720,118204,The Rats Are Scurrying: Republican Officeholders Who Endorse Trump Are Sellouts,Left
77723,118207,Nothing Will Redeem the Ruined Reputations of Trump’s Republican Collaborators,Left
77736,118220,On to Cleveland: The Republican Nomination Will Be Decided at the Convention,Neutral
77738,118222,Gratuitous Hatred Is Destroying Republicans — Just as It Did the Ancient Israelites,Left
77744,118229,"Opening America to the Future: The New Republican, Part II",Right
77747,118233,"Arizona, Not Trump, Shows Republicans the Way on Immigration",Left
77763,118249,Why Democrats Aren’t Democratic (and Republicans Shouldn’t Be),Neutral
77783,118270,The Republican Study Committee’s New Executive Director Gets to Work on the Budget Impasse,Right
77830,118327,Republicans in Chaos,Left
77838,118335,Will a Republican Majority Rally to Defeat Trump?,Neutral
77840,118337,The Republican Establishment’s Desperate Tactics,Left
77847,118344,Trumpism Is an Existential Threat to the Republican Party,Left
77853,118353,Diagnosing the Republican Problem,Left
77947,118474,When Will Obama Stop Blaming Republicans for His Failures?,Right
77976,118508,Change or Die: Will the Republican Party Listen to the Voters or Fade Away?,Left
77993,118529,The Republican Parties,Neutral
78030,118567,The Pros and Cons of an Independent Republican Ticket,Right
78047,118592,Meek Republicans Fail to Reform U.S. Air Travel,Left
78054,118600,How Republicans Can Save the Environment,Right
78094,118646,"Looking to November, House Republicans Distance Themselves from Trump",Left
78110,118665,Anti-Trump Donors May Shift Money to Republican Senate Hopefuls,Left
78159,118720,Reminder: Most Republicans Have Voted against Trump,Left
78220,118791,Wisconsin Republicans Bid No Trump,Right
78317,118903,"Women Really, Really Dislike Trump: Take Note, Republicans",Left
78369,118958,When Republicans Shill for Democrats on Social Issues,Left
78399,118992,What Will Republicans Learn from 2016?,Right
78454,119051,Republicans Should Have Adopted Democrats’ Rules — and Vice Versa,Right
78508,119120,Dear Republican Politician: Let’s Talk about Donald Trump,Neutral
78536,119149,The Republican Party’s Coming Trumpian Disaster,Left
78540,119154,Trump’s Backtrackers: Republican Politicians Go Wobbly,Left
78562,119180,"No, Most Republicans Aren’t for ‘Open Borders’",Right
78583,119201,Perry and Other Republicans Sell Their Souls to Trump,Left
78617,119251,Why Don’t Republicans Name the Enemy?,Left
78640,119276,Can Austin Petersen Unite Disenfranchised Republicans?,Left
78750,119395,Meet the Republican Traitors Who Sacrificed Women’s Privacy by Supporting Obama’s Transgender Edicts,Neutral
78787,119434,Donald Trump Represents Republicans’ Baser Feelings,Left
78815,119465,Why Republicans Should Be Worried,Left
78860,119531,Is Donald Trump Doing to Republicans What Zachary Taylor Did to the Whigs?,Left
78864,119538,Not a Single Republican Delegate Is ‘Bound’ to Donald Trump,Left
78893,119572,Republicans Are Stuck with Donald Trump until November,Left
78945,119635,Fueling a Future Republican Majority,Right
78964,119656,"Dear Mr. Trump, This Is <I>My</i> Republican Party",Right
78986,119685,The Self-Immolation of the Republican Party,Left
79042,119753,"To Dump Trump, Republicans Should Withhold Their Cash",Neutral
79297,120043,The Republican Industrial Complex Has Turned Missteps into Millions,Left
79307,120053,Should Republicans Embrace a Grown-up Version of Trumpism?,Right
79314,120060,The Fractured Republicans,Left
79319,120065,"If Texas Goes Blue, Republicans Are Finished",Left
79365,120120,Trump Reshapes the Republican Party,Right
79387,120149,How the Media’s History of Smearing Republicans Now Helps Trump,Right
79426,120191,David Duke: A Question for Republicans,Right
79497,120267,Harvard Republicans: Check Your Privilege,Neutral
79507,120280,Republicans Race Democrats to Dig the Deeper Grave,Right
79566,120343,How Republicans Feed the Beast of Political Correctness,Left
79579,120357, Nevada’s Joe Heck Aims to Keep the Senate Republican,Right
79580,120358,Republicans — Not Just Trump — Are Wrong to Blame ISIS’s Rise on Obama’s Iraq Policy,Left
79622,120413,Will Trump Take Down Congressional Republicans?,Left
79702,120523,"Republicans Hate Poverty, Not the Poor — And Their Innovative Anti-Poverty Programs Have the Results to Prove It",Right
79741,120567,"In Florida’s First District, a Millennial Republican Hopes to Shake Up Congress",Right
80080,120995,"In the High Plains, a Republican Worth Voting For",Right
80154,121074,"The Long, Ugly History of Republican-Targeting Anonymous Leaks",Left
80215,121146,Blunt and Other Missouri Republicans Stand by Trump,Right
80231,121167,The Agony of the Republicans,Left
80238,121174,The Republican Crisis,Left
80319,121278,Nevada’s High-Stakes Senate Race Pits Reid against Republicans One Last Time,Left
80374,121344,When Every GOP Presidential Nominee Is the <i>Worst Republican Ever</i>,Left
80386,121369,Republican Senate Hopes May Rest with Wisconsin’s Ron Johnson,Neutral
80391,121374,The Republican Party Needs to Revert to Nominating Republicans,Left
80416,121399,Republicans Who Care about the Future of the Party Should Ask These Questions,Left
80433,121423,"So Far, Trump Is Not Sinking Down-Ballot Republicans",Right
80440,121430,Barbara Comstock: The New Face of the Republican Party,Right
80477,121487,Never Trump Republicans: Spoilers or Saviors?,Left
80493,121504,Republicans Gird for Post-Election Battle over RNC,Right
80523,121547,The Next Republican Agenda,Right
80560,121597,2016: The Demise of Small-r Republican Politics,Left
80565,121602,What Will Republicans Do about Obamacare Now?,Right
80570,121607,Republicans Hold the Senate on a Night that Defied the Odds,Neutral
80572,121609,The Challenge for Republicans,Left
80576,121613,How the New Republican Majority Can Succeed,Right
80634,121671,Republicans Need to Repeal This Successor to Obamacare,Left
80639,121676,Why Republicans Must Repeal Obamacare’s ‘Pre-existing Conditions’ Provisions,Right
80672,121710,The New Republican Coalition,Right
80686,121735,Can the Republican Party Keep Trump Democrats?,Right
80787,121858,Republicans Should Say ‘No’ to Trump’s Infrastructure Boondoggle,Left
80799,121874,Bring Back That ‘Do-Nothing Republican Congress’,Left
80810,121886,Would Another Republican Have Defeated Hillary Clinton?,Left
80942,122064,An Opportunity for Trump to Outperform Recent Republicans,Right
80949,122073,Eight Priorities for Any Republican Plan to Replace Obamacare,Left
82462,124184,Republicans stressing out over ‘TrumpCare’,Left
82529,124307,Senate Republicans block attempt to overturn Trump’s immigration ban,Right
83190,125166,Al Franken: ‘A few’ Republicans worried about Trump’s mental health,Left
83523,125603,The #Resistance is pushing Republicans to back Trump,Left
84027,126310,Democrat calls himself a Republican in response to Trump speech,Right
84794,127303,Why Trump may dump House Republicans,Left
84896,127424,Key Republicans come around on ObamaCare replacement,Left
85137,127739,Republicans dealt embarrassing setback in health care overhaul,Left
85195,127802,House Republicans pull health care bill,Right
85224,127831,"Now Republicans must move on Trump’s ‘jobs, jobs, jobs’ agenda",Left
85405,128091,How Republicans can regroup on health care,Right
85634,128378,Trump ready to ditch Republicans on health care reform,Neutral
85640,128384,Democrats and Republicans split over Gorsuch nomination forecast,Neutral
87066,130227,How Republicans built their own ObamaCare trap,Left
87383,130601,Paul Ryan says Republicans are on health care ‘rescue mission’,Left
87648,130976,Historically black university cancels Republican senator’s speech,Left
88741,132401,Republicans question Trump’s latest push for a travel ban,Neutral
89683,134154,Republican committee trolls Nancy Pelosi with endorsement,Right
90074,134855,Seems like Arizona Republicans can’t wait to vote for Trump,Right
91258,136139,George Will leaves Republican Party because of Trump,Left
91450,136358,Welcome to the Republican civil war,Left
91773,136714,Ted Cruz defends his diss as Republicans vow revenge,Right
92341,137354,‘Never Trump’ Republicans are plotting against democracy itself,Right
92706,137791,How the Republican Party earned a hostile takeover,Left
92854,137961,Super PACs backing Republican Cruz buy $2.4 million in ads,Right
94878,140465,Paul Ryan invites Trump to meet with Republican leaders,Neutral
95153,140819,Republicans reveal plan for ObamaCare ‘transition period’,Right
95521,141298,Prominent Republican family split on presidential race,Left
95869,141749,Republicans want another FBI probe on Hillary,Right
96117,142086,Democratic ‘tracker’ fired for ‘stalking’ Republican candidate,Right
96457,142551,Clinton woos former Republican secretaries of state,Right
96700,142894,Kasich: I’m the only Republican who can win the election,Right
96781,143009,The battle for the Republican soul,Right
97279,143702,Trump is a party of one after he declares war on Republicans,Left
97479,143986,Republicans are practically handing Hillary the presidency,Right
97683,144262,"Trump: If GOP drops me, ‘I’ll stop funding the Republican Party’",Neutral
98147,144945,The joy of voting in the Democratic primary as a conservative Republican,Left
98440,145356,"Republican rogues’ low-down, dumb reply to Trump’s call for unity",Left
98495,145449,Why is ‘the Republican Obama’ an insult?,Neutral
98574,145550,New York Republicans actually take a stand,Right
98667,145707,Republicans must not tolerate the violence of Greg Gianforte,Left
98671,145711,The Republicans who are not totally enthusiastic about repealing Obamacare,Left
98729,145781,"Healthcare backlash hits Republicans hard on generic ballot, polls find",Left
98743,145798,Trump tells Republicans to use ’nuclear option’ to confirm supreme court pick,Left
99146,146290,"Many call Trump a fascist. 100 days in, is he just a reactionary Republican?",Left
99186,146339,"Republican healthcare plan: 24 million people could lose coverage, CBO reports",Left
99202,146359,White House staffer’s tweet calling for primary challenge opens Republican rift,Left
99239,146406,"James Comey: Democrat by birth, Republican by trade, thorn in the side of both",Neutral
99290,146476,Remember when men and women could be friends? Republicans don’t,Left
99365,146566,Calling pregnant women ’hosts’? We’re in an anti-choice Republican dystopia,Left
99427,146639,Republicans voice disdain after Trump tweets support for Julian Assange,Left
99634,146904,Republicans call Trump’s travel ban ’a self-inflicted wound’,Left
99881,147223,South Carolina Republican: scrap slave memorial if Confederate monument goes,Neutral
99903,147248,The Republican healthcare bill: what’s next in challenge to Obamacare?,Neutral
99915,147262,Republicans rush to prevent health bill’s collapse after vote postponed,Left
99935,147291,Club for Hollywood Republicans locked in dispute – caused in part by Trump,Neutral
99975,147341,Republican lawmakers face town hall crowds’ fury during ’resistance recess’,Left
99980,147348,Republicans want to defund Planned Parenthood as part of Obamacare fight,Left
100060,147446,NRA and Republicans find unlikely ally on rollback of gun control rule: science,Right
100142,147547,Trump’s promise for healthcare act contradicts Republicans’ proposal,Left
100236,147666,"Republican healthcare bill heads to Senate, where it may undergo drastic changes",Left
100402,147888,Republican hearing calls for a lower carbon pollution price. It should be much higher,Left
100442,147941,Aide asks voters to unseat Republican congressman critical of Trump,Left
100460,147967,The Resistance Now: activists say ’hell no’ to Republican healthcare bill,Left
100530,148052,"Republicans move to sell off 3.3m acres of national land, sparking rallies",Left
100574,148105,Steve Scalise: Republican wounded in baseball shooting is key figure in House,Right
100697,148269,Republican health bill: Democrats pledge Senate standstill over secrecy,Right
100715,148290,House Republicans plan Thursday vote on bill to repeal and replace Obamacare,Right
100727,148306,Georgia special election is a test for the Republican brand in the Trump era,Right
100744,148327,Republican candidate charged with assault after ’body-slamming’ Guardian reporter,Left
100762,148352,The Republicans who care about climate change: ’They are done with the denial’,Left
100795,148391,Senate Republicans forced to delay vote on healthcare bill due to lack of support,Left
100851,148456,House Republicans pass healthcare bill in first step toward replacing Obamacare,Left
100923,148541,’The wild west of wind’: Republicans push Texas as unlikely green energy leader,Right
101065,148738,House Republicans drop rule change gutting ethics watchdog,Left
101254,148985,"Texas Republicans drew congressional districts on racial lines, judges find",Left
101645,149499,"John Oliver on healthcare repeal chaos: ’Good luck fixing that, Republicans’",Left
101672,149532,Senators grill Janet Yellen on Republican plans to neuter Dodd-Frank Act,Left
101747,149631,Senate Republican cracks down on TV reporters’ ability to ask questions,Left
101761,149648,Nevada senator becomes fifth Republican to oppose healthcare bill,Left
101764,149652,Republican elders call for new national carbon tax to replace federal regulations,Right
101830,149729,Donald Trump makes last-ditch pitch to Republicans to back healthcare bill,Left
101923,149864,Republican healthcare bill limps into recess with no vote in sight,Left
101960,149919,Republican lawmakers reject calls for inquiry into Michael Flynn’s Russia links,Left
102069,150059,Republicans look poised for three-part plan to repeal and replace Obamacare,Right
102245,150292,Republicans’ plan to erase Obama legacy starts with chipping away at Obamacare,Left
102293,150359,19 House Republicans call on their party to do something about climate change,Right
102353,150444,"The Great Recession hurt millions. Now, Republicans want to risk a repeat",Left
102431,150555,Republicans target environmental rules protecting parks and limiting methane,Left
102577,150765,Paul Ryan urges Republicans to back travel ban despite anger over its rollout,Neutral
102587,150778,Two Republican senators vow to oppose Betsy DeVos as education secretary,Left
102610,150806,’Shame on you’: Republicans face crowds angry over Obamacare repeal,Left
102677,150896,Republicans’ biggest white lie: that they represent the working class,Left
102739,150984,House Freedom Caucus backs new Republican healthcare proposal,Right
102793,151049,Top Republican was recorded suggesting that Putin pays Trump,Left
102863,151139,Why do all the women on Fox News look and dress alike? Republicans prefer blondes,Left
102918,151228,Republicans ready to dismantle Obamacare amid replacement concerns,Left
103255,151652,Congress the next battle as Republicans drop support for Trump campaign,Left
103348,151768,Republicans keep trying to block black votes. That’s why fair judges are crucial,Left
103374,151799,"If George HW Bush votes against Trump, he’ll be in good Republican company",Left
